origin,destination,route,duration,distance
11,16,"[[-2.00874, 43.311913], [-2.008564, 43.311733], [-2.005614, 43.313217], [-2.005599, 43.313267], [-2.005825, 43.313506], [-2.005823, 43.313555], [-2.00453, 43.314207], [-2.004433, 43.314347], [-2.004404, 43.314445], [-2.003416, 43.316183], [-2.001775, 43.315672], [-2.001699, 43.315681], [-2.00157, 43.315644], [-2.001529, 43.315606], [-2.001194, 43.315513], [-2.001069, 43.315505], [-2.000834, 43.315592], [-2.000479, 43.315677], [-2.000306, 43.315686], [-2.000136, 43.315678], [-1.999274, 43.315553], [-1.99878, 43.315392], [-1.997722, 43.314934], [-1.997295, 43.314793], [-1.995968, 43.314522], [-1.995679, 43.314499], [-1.993737, 43.314509], [-1.992592, 43.314542], [-1.992253, 43.314578], [-1.991613, 43.314674], [-1.989337, 43.315113], [-1.989145, 43.315165], [-1.988225, 43.31567], [-1.987477, 43.316174], [-1.986806, 43.316664], [-1.986203, 43.317171], [-1.985677, 43.317703], [-1.985105, 43.318402], [-1.984944, 43.318638], [-1.984877, 43.318689], [-1.984678, 43.318765], [-1.984466, 43.318884], [-1.984386, 43.318858], [-1.984282, 43.318872], [-1.983971, 43.31897], [-1.983936, 43.318968], [-1.983856, 43.318853], [-1.98327, 43.319079], [-1.983222, 43.319076], [-1.983248, 43.319114], [-1.979187, 43.320619], [-1.978996, 43.320678], [-1.978981, 43.320722], [-1.978861, 43.320795], [-1.977654, 43.321244], [-1.977749, 43.321413], [-1.977557, 43.321491], [-1.977533, 43.321529], [-1.977503, 43.321483], [-1.977477, 43.321491], [-1.977422, 43.321442], [-1.977321, 43.321444], [-1.97725, 43.321415], [-1.977192, 43.321341], [-1.977091, 43.321319], [-1.976748, 43.320883], [-1.97666, 43.320758], [-1.976662, 43.320732], [-1.976109, 43.320621], [-1.97538, 43.320295], [-1.97535, 43.320204], [-1.97534, 43.320174], [-1.974495, 43.319782], [-1.974846, 43.318503], [-1.974836, 43.318381], [-1.97478, 43.318374], [-1.974764, 43.318294], [-1.974922, 43.317564], [-1.974945, 43.317225], [-1.97493, 43.317094], [-1.974891, 43.316925], [-1.974806, 43.316705], [-1.974689, 43.316592], [-1.974543, 43.316508], [-1.974547, 43.316126], [-1.974484, 43.316104], [-1.974196, 43.316077], [-1.973893, 43.315956], [-1.97362, 43.315891], [-1.971898, 43.315787], [-1.971908, 43.315837], [-1.970151, 43.31661], [-1.967743, 43.3177], [-1.967691, 43.317645], [-1.967612, 43.317615], [-1.967511, 43.31762], [-1.965882, 43.31823], [-1.965636, 43.318309], [-1.965638, 43.318235], [-1.965608, 43.318182], [-1.964229, 43.316054], [-1.964213, 43.315978], [-1.964229, 43.315923], [-1.964536, 43.315451], [-1.964544, 43.315373], [-1.964571, 43.315345], [-1.964594, 43.315327], [-1.964613, 43.315057], [-1.964597, 43.314965], [-1.96453, 43.314821], [-1.96446, 43.314739], [-1.964361, 43.314661], [-1.964186, 43.314555], [-1.963805, 43.314376], [-1.963572, 43.314309], [-1.962773, 43.314184], [-1.961665, 43.313851], [-1.960997, 43.313753], [-1.960997, 43.313712], [-1.960504, 43.31367], [-1.960309, 43.313633], [-1.960017, 43.313523], [-1.960024, 43.313619], [-1.959903, 43.31363], [-1.95985, 43.313651], [-1.959722, 43.313767], [-1.959604, 43.313824], [-1.958289, 43.3141], [-1.958176, 43.313843], [-1.958078, 43.313739], [-1.957946, 43.313649], [-1.956727, 43.313067]]",1547003,5937.262
12,1,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.005614, 43.313217], [-2.005599, 43.313267], [-2.005825, 43.313506], [-2.005823, 43.313555], [-2.00453, 43.314207], [-2.004433, 43.314347], [-2.004404, 43.314445], [-2.003416, 43.316183], [-2.001775, 43.315672], [-2.001699, 43.315681], [-2.00157, 43.315644], [-2.001529, 43.315606], [-2.001194, 43.315513], [-2.001069, 43.315505], [-2.000834, 43.315592], [-2.000479, 43.315677], [-2.000306, 43.315686], [-2.000136, 43.315678], [-1.999274, 43.315553], [-1.99878, 43.315392], [-1.997722, 43.314934], [-1.997295, 43.314793], [-1.995968, 43.314522], [-1.995679, 43.314499], [-1.993737, 43.314509], [-1.992592, 43.314542], [-1.992253, 43.314578], [-1.991613, 43.314674], [-1.989337, 43.315113], [-1.989145, 43.315165], [-1.988225, 43.31567], [-1.987477, 43.316174], [-1.986806, 43.316664], [-1.986203, 43.317171], [-1.985677, 43.317703], [-1.985105, 43.318402], [-1.984944, 43.318638], [-1.984877, 43.318689], [-1.984678, 43.318765], [-1.984466, 43.318884], [-1.984438, 43.318956], [-1.984458, 43.319032], [-1.984767, 43.319481], [-1.984811, 43.319718], [-1.984107, 43.319994], [-1.984075, 43.320031], [-1.984059, 43.320106], [-1.984094, 43.320174], [-1.984909, 43.321331], [-1.985065, 43.321606], [-1.985079, 43.321642], [-1.985052, 43.321704], [-1.985095, 43.3218]]",887609,3264.792
12,2,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.005614, 43.313217], [-2.005599, 43.313267], [-2.005825, 43.313506], [-2.005823, 43.313555], [-2.00453, 43.314207], [-2.004433, 43.314347], [-2.004404, 43.314445], [-2.003416, 43.316183], [-2.001775, 43.315672], [-2.001699, 43.315681], [-2.00157, 43.315644], [-2.001529, 43.315606], [-2.001194, 43.315513], [-2.001069, 43.315505], [-2.000834, 43.315592], [-2.000479, 43.315677], [-2.000306, 43.315686], [-2.000136, 43.315678], [-1.999274, 43.315553], [-1.99878, 43.315392], [-1.997722, 43.314934], [-1.997295, 43.314793], [-1.995968, 43.314522], [-1.995679, 43.314499], [-1.993737, 43.314509], [-1.992592, 43.314542], [-1.992253, 43.314578], [-1.991613, 43.314674], [-1.989337, 43.315113], [-1.989145, 43.315165], [-1.988225, 43.31567], [-1.987477, 43.316174], [-1.986806, 43.316664], [-1.986203, 43.317171], [-1.985677, 43.317703], [-1.985105, 43.318402], [-1.984944, 43.318638], [-1.984877, 43.318689], [-1.984678, 43.318765], [-1.984466, 43.318884], [-1.984386, 43.318858], [-1.984282, 43.318872], [-1.983971, 43.31897], [-1.983936, 43.318968], [-1.983856, 43.318853], [-1.98327, 43.319079], [-1.983222, 43.319076], [-1.983248, 43.319114], [-1.982505, 43.319382], [-1.983131, 43.320282], [-1.982469, 43.320527]]",835210,3239.134
12,3,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.005614, 43.313217], [-2.005599, 43.313267], [-2.005825, 43.313506], [-2.005823, 43.313555], [-2.00453, 43.314207], [-2.004433, 43.314347], [-2.004404, 43.314445], [-2.003416, 43.316183], [-2.001775, 43.315672], [-2.001699, 43.315681], [-2.00157, 43.315644], [-2.001529, 43.315606], [-2.001194, 43.315513], [-2.001069, 43.315505], [-2.000834, 43.315592], [-2.000479, 43.315677], [-2.000306, 43.315686], [-2.000136, 43.315678], [-1.999274, 43.315553], [-1.99878, 43.315392], [-1.997722, 43.314934], [-1.997295, 43.314793], [-1.995968, 43.314522], [-1.995679, 43.314499], [-1.993737, 43.314509], [-1.992592, 43.314542], [-1.992253, 43.314578], [-1.991613, 43.314674], [-1.989337, 43.315113], [-1.989145, 43.315165], [-1.988225, 43.31567], [-1.987477, 43.316174], [-1.986806, 43.316664], [-1.986203, 43.317171], [-1.985677, 43.317703], [-1.98525, 43.317491], [-1.985256, 43.317484], [-1.984575, 43.316499], [-1.981336, 43.317713], [-1.98172, 43.318243], [-1.981604, 43.318286]]",791808,3251.468
12,4,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.005614, 43.313217], [-2.005599, 43.313267], [-2.005825, 43.313506], [-2.005823, 43.313555], [-2.00453, 43.314207], [-2.004433, 43.314347], [-2.004404, 43.314445], [-2.003416, 43.316183], [-2.001775, 43.315672], [-2.001699, 43.315681], [-2.00157, 43.315644], [-2.001529, 43.315606], [-2.001194, 43.315513], [-2.001069, 43.315505], [-2.000834, 43.315592], [-2.000479, 43.315677], [-2.000306, 43.315686], [-2.000136, 43.315678], [-1.999274, 43.315553], [-1.99878, 43.315392], [-1.997722, 43.314934], [-1.997295, 43.314793], [-1.995968, 43.314522], [-1.995679, 43.314499], [-1.993737, 43.314509], [-1.992592, 43.314542], [-1.992253, 43.314578], [-1.991613, 43.314674], [-1.989337, 43.315113], [-1.989145, 43.315165], [-1.988225, 43.31567], [-1.987477, 43.316174], [-1.986806, 43.316664], [-1.986203, 43.317171], [-1.985677, 43.317703], [-1.98525, 43.317491], [-1.985256, 43.317484], [-1.984575, 43.316499], [-1.979717, 43.318321], [-1.97981, 43.317415], [-1.977656, 43.317287], [-1.977642, 43.317375], [-1.977334, 43.317384], [-1.97726, 43.317431], [-1.97724, 43.31749], [-1.977245, 43.317535], [-1.97729, 43.317617], [-1.977218, 43.318102], [-1.977395, 43.318222], [-1.977343, 43.318639]]",894571,3785.372
12,5,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.005614, 43.313217], [-2.005599, 43.313267], [-2.005825, 43.313506], [-2.005823, 43.313555], [-2.00453, 43.314207], [-2.004433, 43.314347], [-2.004404, 43.314445], [-2.003416, 43.316183], [-2.001775, 43.315672], [-2.001699, 43.315681], [-2.00157, 43.315644], [-2.001529, 43.315606], [-2.001194, 43.315513], [-2.001069, 43.315505], [-2.000834, 43.315592], [-2.000479, 43.315677], [-2.000306, 43.315686], [-2.000136, 43.315678], [-1.999274, 43.315553], [-1.99878, 43.315392], [-1.997722, 43.314934], [-1.997295, 43.314793], [-1.995968, 43.314522], [-1.995679, 43.314499], [-1.993737, 43.314509], [-1.992592, 43.314542], [-1.992253, 43.314578], [-1.991613, 43.314674], [-1.989337, 43.315113], [-1.989145, 43.315165], [-1.988225, 43.31567], [-1.987477, 43.316174], [-1.986806, 43.316664], [-1.986203, 43.317171], [-1.985677, 43.317703], [-1.98525, 43.317491], [-1.985256, 43.317484], [-1.984234, 43.316012], [-1.984255, 43.316003], [-1.984192, 43.316002], [-1.983531, 43.316254], [-1.983402, 43.316193], [-1.982532, 43.314908], [-1.981435, 43.313362], [-1.981735, 43.313247], [-1.981753, 43.313275]]",844353,3405.014
12,6,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.005614, 43.313217], [-2.005599, 43.313267], [-2.005825, 43.313506], [-2.005823, 43.313555], [-2.00453, 43.314207], [-2.004433, 43.314347], [-2.004404, 43.314445], [-2.003416, 43.316183], [-2.001775, 43.315672], [-2.001699, 43.315681], [-2.00157, 43.315644], [-2.001529, 43.315606], [-2.001194, 43.315513], [-2.001069, 43.315505], [-2.000834, 43.315592], [-2.000479, 43.315677], [-2.000306, 43.315686], [-2.000136, 43.315678], [-1.999274, 43.315553], [-1.99878, 43.315392], [-1.997722, 43.314934], [-1.997295, 43.314793], [-1.995968, 43.314522], [-1.995679, 43.314499], [-1.993737, 43.314509], [-1.992592, 43.314542], [-1.992253, 43.314578], [-1.991613, 43.314674], [-1.989337, 43.315113], [-1.989145, 43.315165], [-1.988225, 43.31567], [-1.987477, 43.316174], [-1.986806, 43.316664], [-1.986203, 43.317171], [-1.985677, 43.317703], [-1.98525, 43.317491], [-1.985256, 43.317484], [-1.984234, 43.316012], [-1.984255, 43.316003], [-1.984192, 43.316002], [-1.983531, 43.316254], [-1.983402, 43.316193], [-1.982532, 43.314908], [-1.981444, 43.313387], [-1.981422, 43.313326], [-1.981369, 43.313284], [-1.981146, 43.312959], [-1.981009, 43.312698], [-1.980771, 43.312283], [-1.980742, 43.312204], [-1.980763, 43.312158], [-1.980755, 43.312054], [-1.980548, 43.311733], [-1.980419, 43.311254], [-1.980278, 43.311268], [-1.979604, 43.307868], [-1.979604, 43.307801], [-1.979655, 43.307633], [-1.979612, 43.307502], [-1.979748, 43.307442], [-1.9798, 43.307397], [-1.979861, 43.30729], [-1.979867, 43.307222], [-1.979811, 43.307092], [-1.979752, 43.307038], [-1.979641, 43.306984], [-1.979493, 43.306959], [-1.979344, 43.306979], [-1.979216, 43.307038], [-1.978851, 43.307368], [-1.978714, 43.307445]]",1011630,4233.612
12,7,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.005614, 43.313217], [-2.005599, 43.313267], [-2.005825, 43.313506], [-2.005823, 43.313555], [-2.00453, 43.314207], [-2.004433, 43.314347], [-2.004404, 43.314445], [-2.003416, 43.316183], [-2.001775, 43.315672], [-2.001699, 43.315681], [-2.00157, 43.315644], [-2.001529, 43.315606], [-2.001194, 43.315513], [-2.001069, 43.315505], [-2.000834, 43.315592], [-2.000479, 43.315677], [-2.000306, 43.315686], [-2.000136, 43.315678], [-1.999274, 43.315553], [-1.99878, 43.315392], [-1.997722, 43.314934], [-1.997295, 43.314793], [-1.995968, 43.314522], [-1.995679, 43.314499], [-1.993737, 43.314509], [-1.992592, 43.314542], [-1.992253, 43.314578], [-1.991613, 43.314674], [-1.989337, 43.315113], [-1.989145, 43.315165], [-1.988225, 43.31567], [-1.987477, 43.316174], [-1.986806, 43.316664], [-1.986203, 43.317171], [-1.985677, 43.317703], [-1.98525, 43.317491], [-1.985256, 43.317484], [-1.984234, 43.316012], [-1.984255, 43.316003], [-1.984192, 43.316002], [-1.983531, 43.316254], [-1.983402, 43.316193], [-1.982532, 43.314908], [-1.981444, 43.313387], [-1.981422, 43.313326], [-1.981369, 43.313284], [-1.981146, 43.312959], [-1.981009, 43.312698], [-1.980771, 43.312283], [-1.980742, 43.312204], [-1.980763, 43.312158], [-1.980755, 43.312054], [-1.980548, 43.311733], [-1.980419, 43.311254], [-1.9796, 43.311339], [-1.979475, 43.311316], [-1.979353, 43.311263], [-1.978952, 43.309324], [-1.978818, 43.309], [-1.978615, 43.308668], [-1.978395, 43.308358], [-1.978008, 43.307916], [-1.97788, 43.307801], [-1.977204, 43.307337], [-1.976952, 43.307192], [-1.976654, 43.307081], [-1.976262, 43.306995], [-1.975922, 43.306956], [-1.975812, 43.306929], [-1.975777, 43.307054], [-1.975428, 43.307067], [-1.974854, 43.307142], [-1.974237, 43.307348], [-1.973905, 43.307534], [-1.97376, 43.307651], [-1.973575, 43.307862], [-1.973481, 43.308012], [-1.973398, 43.308258], [-1.973352, 43.308664], [-1.973366, 43.308843], [-1.971564, 43.308906], [-1.971568, 43.308959], [-1.971595, 43.30899], [-1.971657, 43.309979]]",1141619,4925.395
12,8,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.005614, 43.313217], [-2.005599, 43.313267], [-2.005825, 43.313506], [-2.005823, 43.313555], [-2.00453, 43.314207], [-2.004433, 43.314347], [-2.004404, 43.314445], [-2.003416, 43.316183], [-2.001775, 43.315672], [-2.001699, 43.315681], [-2.00157, 43.315644], [-2.001529, 43.315606], [-2.001194, 43.315513], [-2.001069, 43.315505], [-2.000834, 43.315592], [-2.000479, 43.315677], [-2.000306, 43.315686], [-2.000136, 43.315678], [-1.999274, 43.315553], [-1.99878, 43.315392], [-1.997722, 43.314934], [-1.997295, 43.314793], [-1.995968, 43.314522], [-1.995679, 43.314499], [-1.993737, 43.314509], [-1.992592, 43.314542], [-1.992253, 43.314578], [-1.991613, 43.314674], [-1.989337, 43.315113], [-1.989145, 43.315165], [-1.988225, 43.31567], [-1.987477, 43.316174], [-1.986806, 43.316664], [-1.986203, 43.317171], [-1.985677, 43.317703], [-1.98525, 43.317491], [-1.985256, 43.317484], [-1.984234, 43.316012], [-1.984255, 43.316003], [-1.984192, 43.316002], [-1.983531, 43.316254], [-1.983402, 43.316193], [-1.982532, 43.314908], [-1.981444, 43.313387], [-1.981422, 43.313326], [-1.981369, 43.313284], [-1.981146, 43.312959], [-1.981009, 43.312698], [-1.980771, 43.312283], [-1.980742, 43.312204], [-1.980763, 43.312158], [-1.980755, 43.312054], [-1.980548, 43.311733], [-1.980419, 43.311254], [-1.980278, 43.311268], [-1.979604, 43.307868], [-1.979604, 43.307801], [-1.979655, 43.307633], [-1.979612, 43.307502], [-1.979748, 43.307442], [-1.9798, 43.307397], [-1.979861, 43.30729], [-1.979867, 43.307222], [-1.979811, 43.307092], [-1.979707, 43.307011], [-1.979518, 43.306791], [-1.9794, 43.306688], [-1.979352, 43.306618], [-1.979336, 43.306554], [-1.979213, 43.306594], [-1.979191, 43.306535], [-1.979134, 43.306558], [-1.979036, 43.306558], [-1.978977, 43.306539], [-1.978389, 43.306131], [-1.97811, 43.305902], [-1.97537, 43.303165], [-1.975328, 43.303186], [-1.976296, 43.304188]]",1159104,4842.865
12,9,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.005614, 43.313217], [-2.005599, 43.313267], [-2.005825, 43.313506], [-2.005823, 43.313555], [-2.00453, 43.314207], [-2.004433, 43.314347], [-2.004404, 43.314445], [-2.003416, 43.316183], [-2.001775, 43.315672], [-2.001699, 43.315681], [-2.00157, 43.315644], [-2.001529, 43.315606], [-2.001194, 43.315513], [-2.001069, 43.315505], [-2.000834, 43.315592], [-2.000479, 43.315677], [-2.000306, 43.315686], [-2.000136, 43.315678], [-1.999274, 43.315553], [-1.99878, 43.315392], [-1.997722, 43.314934], [-1.997295, 43.314793], [-1.995968, 43.314522], [-1.995679, 43.314499], [-1.993737, 43.314509], [-1.992592, 43.314542], [-1.992253, 43.314578], [-1.991613, 43.314674], [-1.989337, 43.315113], [-1.989145, 43.315165], [-1.988225, 43.31567], [-1.987477, 43.316174], [-1.986806, 43.316664], [-1.986203, 43.317171], [-1.985677, 43.317703], [-1.98525, 43.317491], [-1.985256, 43.317484], [-1.984234, 43.316012], [-1.984255, 43.316003], [-1.984192, 43.316002], [-1.983531, 43.316254], [-1.983402, 43.316193], [-1.982532, 43.314908], [-1.981444, 43.313387], [-1.981422, 43.313326], [-1.981369, 43.313284], [-1.981146, 43.312959], [-1.981009, 43.312698], [-1.980771, 43.312283], [-1.980742, 43.312204], [-1.980763, 43.312158], [-1.980755, 43.312054], [-1.980548, 43.311733], [-1.980419, 43.311254], [-1.980278, 43.311268], [-1.979725, 43.308485], [-1.981316, 43.308311], [-1.981299, 43.308211], [-1.981314, 43.308148], [-1.981067, 43.307008], [-1.980994, 43.307016], [-1.980496, 43.304788], [-1.980288, 43.303719], [-1.980122, 43.302719], [-1.980152, 43.302635], [-1.980239, 43.302547], [-1.980313, 43.302529], [-1.980357, 43.302496], [-1.98038, 43.302432], [-1.980359, 43.302382], [-1.980324, 43.302353], [-1.980232, 43.302329], [-1.980162, 43.30234], [-1.980107, 43.302286], [-1.979944, 43.302207], [-1.979997, 43.30213], [-1.979299, 43.301856], [-1.978747, 43.301662], [-1.978475, 43.30159], [-1.978136, 43.301533], [-1.977727, 43.301501], [-1.977287, 43.30151], [-1.976784, 43.301586], [-1.976316, 43.301723], [-1.976219, 43.301727], [-1.975655, 43.301969], [-1.975544, 43.302055], [-1.97561, 43.30212], [-1.97518, 43.302335]]",1286754,5261.88
12,10,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.006333, 43.31285], [-2.005956, 43.312451], [-2.005904, 43.31248]]",174636,672.196
12,11,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.007464, 43.312288], [-2.007786, 43.312631], [-2.008903, 43.312079], [-2.00874, 43.311913]]",181800,681.406
12,13,"[[-2.010437, 43.30897], [-2.010359, 43.308962], [-2.010268, 43.308975], [-2.010201, 43.308811], [-2.010253, 43.308737], [-2.010268, 43.308678], [-2.010233, 43.308558], [-2.010184, 43.308506], [-2.010042, 43.30844], [-2.009727, 43.308096], [-2.009616, 43.308154], [-2.009627, 43.308197], [-2.009403, 43.308318], [-2.008146, 43.306947], [-2.008011, 43.306935], [-2.007864, 43.306787], [-2.007878, 43.306714], [-2.006338, 43.305097], [-2.006083, 43.304802], [-2.005652, 43.304737], [-2.005573, 43.304746], [-2.005439, 43.304592], [-2.005495, 43.304524], [-2.005497, 43.304338], [-2.005489, 43.304246], [-2.005438, 43.304177], [-2.003817, 43.302457], [-2.003739, 43.302416], [-2.003423, 43.302077], [-2.003323, 43.302022], [-2.00323, 43.301995], [-2.003147, 43.301998], [-2.003088, 43.302035], [-2.003056, 43.302087], [-2.003062, 43.302161], [-2.002898, 43.302212], [-2.002812, 43.302082], [-2.002715, 43.302012], [-2.002557, 43.301951], [-2.002556, 43.30186], [-2.002497, 43.301778], [-2.002443, 43.30174], [-2.002307, 43.301828], [-2.001182, 43.302362], [-2.001276, 43.302457], [-2.001341, 43.302483], [-2.001361, 43.302476], [-2.001435, 43.302528], [-2.001429, 43.302504]]",402768,1337.992
12,14,"[[-2.010437, 43.30897], [-2.010557, 43.308982], [-2.010579, 43.309003], [-2.010544, 43.309028], [-2.010624, 43.309155], [-2.010641, 43.309294], [-2.010565, 43.309964], [-2.010495, 43.310227], [-2.010369, 43.310475], [-2.010197, 43.310699], [-2.010175, 43.310906], [-2.010119, 43.310953], [-2.005614, 43.313217], [-2.005599, 43.313267], [-2.005825, 43.313506], [-2.005823, 43.313555], [-2.00453, 43.314207], [-2.004433, 43.314347], [-2.004404, 43.314445], [-2.003416, 43.316183], [-2.001775, 43.315672], [-2.001699, 43.315681], [-2.00157, 43.315644], [-2.001529, 43.315606], [-2.001194, 43.315513], [-2.001069, 43.315505], [-2.000834, 43.315592], [-2.000479, 43.315677], [-2.000306, 43.315686], [-2.000136, 43.315678], [-1.999274, 43.315553], [-1.99878, 43.315392], [-1.997722, 43.314934], [-1.997295, 43.314793], [-1.995968, 43.314522], [-1.995679, 43.314499], [-1.993737, 43.314509], [-1.992592, 43.314542], [-1.992253, 43.314578], [-1.991613, 43.314674], [-1.989337, 43.315113], [-1.989145, 43.315165], [-1.988225, 43.31567], [-1.987477, 43.316174], [-1.986806, 43.316664], [-1.986203, 43.317171], [-1.985677, 43.317703], [-1.985105, 43.318402], [-1.984944, 43.318638], [-1.984877, 43.318689], [-1.984678, 43.318765], [-1.984466, 43.318884], [-1.984386, 43.318858], [-1.984282, 43.318872], [-1.983971, 43.31897], [-1.983936, 43.318968], [-1.983856, 43.318853], [-1.98327, 43.319079], [-1.983222, 43.319076], [-1.983248, 43.319114], [-1.979187, 43.320619], [-1.978996, 43.320678], [-1.978981, 43.320722], [-1.978861, 43.320795], [-1.977654, 43.321244], [-1.977749, 43.321413], [-1.977557, 43.321491], [-1.977533, 43.321529], [-1.977529, 43.321592], [-1.977427, 43.321687], [-1.977409, 43.321723], [-1.977419, 43.321953], [-1.977352, 43.32226], [-1.977202, 43.322242], [-1.976579, 43.322338], [-1.975723, 43.322532], [-1.975659, 43.322589], [-1.974752, 43.322756], [-1.97456, 43.322598], [-1.974147, 43.32289], [-1.972088, 43.324217], [-1.972665, 43.324683], [-1.973513, 43.324093]]",1118705,4323.22
